text,label
BOUQUET MAKER,flower and garden specialised seller
Customer Support Assistant - Meru V2,bank teller
JURUWANG/COUNTER TELLER,bank teller
Customer Support Assistant - Seremban Branch,bank teller
Customer Support Assistant - Medan Pasar Branch,bank teller
Workshop Storekeeper,forestry equipment operator
Back Pusher Driver,forestry equipment operator
Log Loader Operator,forestry equipment operator
Unity Programmer,digital games developer
"EXECUTIVE , ESPORTS ACTIVATION & DEVELOPMENT",digital games developer
Unity Game Developer,digital games developer
Digital Games Developer,digital games developer
Game Developer (Interns),digital games developer
Game Developer Apprentice,digital games developer
Tools Programmer,digital games developer
BULL DOZER DRIVER,bulldozer operator
Bulldozer driver ,bulldozer operator
PLANT OPERATOR (BATU PAHAT),bulldozer operator
Study Coordinator ,university research assistant
Experienced Clinical Research Associate - Home-Based,university research assistant
Apprenticeship-Research Assistant,university research assistant
Clinical Project Manager ,university research assistant
Manufacturing Operation Manager,leather goods industrial engineer
General worker(Pekerja Am),street sweeper
Ambulance Medical Assistant,paramedic in emergency responses
Paramedic ,paramedic in emergency responses
Medical Assistant/Paramedic,paramedic in emergency responses
Medical Trainer,paramedic in emergency responses
Analyst ,intelligence officer
Cyber Security Test Consultant,intelligence officer
Research Assistant (Agama- Tauhid dan Usuluddin),intelligence officer
Research & Liaison Assistant,intelligence officer
Security Officer KP41 (Cyber security),intelligence officer
Cyber Penetration Test Specialist,intelligence officer
Senior SOC Analyst,intelligence officer
Voice Over Artist (Part-timer),voice-over artist
Blasting Surface Specialist,abrasive blasting operator
BLASTER PAINTER FOREMAN,abrasive blasting operator
BLASTER PAINTER ,abrasive blasting operator
Blaster Painter -  Sabah Based,abrasive blasting operator
BLASTER PAINTER TECHNICIAN,abrasive blasting operator
BLASTER PAINTER TEAM LEADER,abrasive blasting operator
WORK-FROM-HOME INTERPRETER,interpreter
CARELINE REPRESENTATIVE (CHINESE SPEAKING),interpreter
Interpreter for Mandarin and English Language,interpreter
Digital Specialist,publications coordinator
Port Operations Agent,port coordinator
Lasher Operator,port coordinator
"Senior Manager, Ferry Terminal",port coordinator
Trip Management Officer/TOS Control Officer,port coordinator
MARINE  SUPERINTENDENT CS0/DPA  ,port coordinator
LANDSCAPE GARDENING DESIGNER,landscape designer
LANDSCAPE MANAGER,landscape designer
Garden Therapy Coordinator Trainee,landscape designer
Finance Delivery Analyst (Indonesian Speaking),accounting analyst
Procure-to-Pay Associate Analyst (Vietnamese Speaker),accounting analyst
COSTING EXECUTIVE ,accounting analyst
O2C Associate,accounting analyst
"CI2C Senior Executive, HK-TW",accounting analyst
Cost Analyst,accounting analyst
Accounts Payable Executive (Polish/German Speaker),accounting analyst
"Specialist, R2R",accounting analyst
Account  clerk ,accounting analyst
Accounts Payable Specialist,accounting analyst
Accounts Payable Analyst,accounting analyst
P2P Team Manager,accounting analyst
"A2R Executive, China",accounting analyst
"Associate Specialist, Accounts Payable (Japanese Speaking)",accounting analyst
Account & Analytics Executive,accounting analyst
Accounts Assistant (contract basis),accounting analyst
Costing Analyst Executive,accounting analyst
Account Payables Analyst (Graduates),accounting analyst
Senior Accounts Payable - Korean Speaker ,accounting analyst
Accounts Payable Analyst (Thai Speaker),accounting analyst
"Protege Trainee - Customer Invoicing to Cash (CI2C), China",accounting analyst
Protege Trainee - Customer Invoicing to Cash (CI2C),accounting analyst
Accounting Executive (Johor Bahru),accounting analyst
Accounts Payable Senior Analyst (Thai Speaker),accounting analyst
Accounts Payable Analyst- Hindi Speaker,accounting analyst
Lead RTR Specialist - Korean Speaker,accounting analyst
RTR Specialist,accounting analyst
Senior Credit Executive,accounting analyst
P2P Operational Expert (Japanese Speaker),accounting analyst
Analyst P2P Controls (Korean + Mandarin Speaker),accounting analyst
Accounts Payable Executive (Spanish/Italian Speaker),accounting analyst
Accounts Payable Analyst (Japanese Speaker),accounting analyst
ACCOUNTS Executive (Manufacturing),accounting analyst
P2P Analyst ,accounting analyst
Accounts Manager (F&B Retail),accounting analyst
P2P Operational Expert (Arabic Speaker),accounting analyst
Analyst P2P Controls (Japanese Speaker),accounting analyst
"APTC- Accounting Compliance & Reporting, Senior Associate",accounting analyst
"Senior Executive, Customer Invoicing To Cash, Korean-Speaker",accounting analyst
"ACC, ADMIN AND HR  EXECUVTIVE",accounting analyst
"Specialist, Source to Settle (Vietnamese Speaking)",accounting analyst
"Analyst, P2P and Systems (Real Estate & Facilities Mgmt)(KR)",accounting analyst
Executive - Accounts,accounting analyst
"Assct. Specialist, Source to Settle (Vietnamese Speaking)",accounting analyst
Invoice-to-Cash Expert Team Member (URDU Speaking),accounting analyst
"AR Executive (German, French, Polish Speaker)",accounting analyst
Finance Senior Accountant,accounting analyst
SYSTEM ANALYST QUALITY MANAGER,accounting analyst
Planning & Performance Lead,accounting analyst
Specialist Master Data Management (Thai Speaking),accounting analyst
Executive-Accounts Receivable(Vietnamese Speaker),accounting analyst
"Analyst, Accounts Payable (Mandarin Speaker, T&E)",accounting analyst
Accounts Payable (Junior / Senior),accounting analyst
CMMS ANALYST,accounting analyst
"Analyst, Accounts Payable (Mandarin Speaker)",accounting analyst
Financial Reporting Specialist,accounting analyst
Senior Accounts Payable Analyst - Japanese Speaker,accounting analyst
TCM Cash Management Specialist,accounting analyst
"A2R Senior Executive, HK (CHC)",accounting analyst
"Analyst, Accounts Payable (Mandarin Speaker) ",accounting analyst
Sr Executive – RTR ,accounting analyst
Accounts & Analytics Executive,accounting analyst
Accounts Payable Officer,accounting analyst
"Accounts Payable Exec (German, French, Polish Speaker)",accounting analyst
Accounts Receivable Executive,accounting analyst
"Analyst, Accounts Payable (Vietnamese Speaker)",accounting analyst
(Invoice-to-Cash) Transactional Officer (URDU Speaking),accounting analyst
Sr Executive – RTR,accounting analyst
Cash Management Analyst ,accounting analyst
AR Specialist,accounting analyst
"Junior Executive, Accounts Receivable",accounting analyst
Payables Analyst,accounting analyst
Account Payable Analyst (Japanese Speaking),accounting analyst
Netsuite Administrator ,accounting analyst
Business admin,accounting analyst
"A2R Senior Executive, Thailand (CHC)",accounting analyst
Accounting Analyst – Record to Report (G/L & Interco),accounting analyst
" Analyst, Accounts Payable (Mandarin) ",accounting analyst
"Specialist, Source to Settle (Korean Speaking)",accounting analyst
account payable,accounting analyst
Accounting Internship - R2R,accounting analyst
AR Executive (Italian/Spanish/French Speaker),accounting analyst
Accounts Payable Specialist (Vietnamese Speaking),accounting analyst
ACCOUNTS EXECUTIVE (JUNIOR),accounting analyst
"Specialist, Source to Settle (Thai Speaking)",accounting analyst
Financial Delivery Analyst( Vietnamese Speaking),accounting analyst
Assistant Teacher for Special Need Children,special educational needs assistant
ASSISTANT SPECIAL EDUCATION TEACHER,special educational needs assistant
Assistant Teacher in Special Education,special educational needs assistant
Assistant Facilitator,special educational needs assistant
"Casting (Director, Assistant, PA Casting)",casting director
Film Artiste Casting Director,casting director
Commissioning Supervisor,construction equipment technician
Technician Maintenance /Electrical,construction equipment technician
GENERAL MECHANIC,construction equipment technician
TUKANG BESI / BAR BENDER,construction equipment technician
Senior Lecturer(Department of Chinese Language),classical languages lecturer
Diploma in English Lecturer (Part-Time),classical languages lecturer
Assistant Professor(Chinese Language and Literature),classical languages lecturer
Lecturer(Department of Education),classical languages lecturer
PROTEGE - Legal & Company Secretary,legal administrative assistant
Company Secretarial Assistance,legal administrative assistant
LEGAL & COMPANY SECRETARY ,legal administrative assistant
Junior legal executive,legal administrative assistant
Legal Administrative Assistants,legal administrative assistant
 Lawyer,legal administrative assistant
"JUNIOR EXECUTIVE, LEGAL AND INSURANCE ",legal administrative assistant
Legal and Shariah,legal administrative assistant
Junior Legal Executive,legal administrative assistant
Legal Secretary,legal administrative assistant
General Legal Clerk / Conveyancing Clerk / Paralegal ,legal administrative assistant
Vice Chancellor ,head of higher education institutions
VICE CHANCELLOR,head of higher education institutions
Machinery / Equipment's maintenance Executive,"machinery, industrial equipment, ships and aircraft distribution manager"
Credit Processing Executive,credit analyst
Credit Analyst Executive,credit analyst
"Credit Mgmt & Collection Junior Analyst, Vietnamese Speaker",credit analyst
Credit Admin Officer,credit analyst
AR CUM CREDIT CONTROL,credit analyst
Credit Admin Senior Executive,credit analyst
Lab Analyst,analytical chemist
Research Associate,analytical chemist
Assistant Chemist,analytical chemist
Analytical Chemist - Seremban ,analytical chemist
QUOTATION AND COSTING EXECUTIVE,budget analyst
BUDGET ANALYST,budget analyst
COSTING CUM PLANNING EXECUTIVE,budget analyst
Costing Engineer,budget analyst
General workers -PETRONAS PAKA TERENGGANU,fire prevention and protection engineer
Integrated System Specialist,fire prevention and protection engineer
Carpet & Upholstery Operator,drapery and carpet cleaner
Drapery and carpet cleaner,drapery and carpet cleaner
Driver (Mapping data),automotive test driver
VALET PARKING,automotive test driver
OCCUPATIONAL THERAPHY,occupational therapist
occupational therapist ,occupational therapist
Occupational Therapist,occupational therapist
Junior Occupational Therapist,occupational therapist
Senior Occupational Therapist,occupational therapist
OCCUPATIONAL THERAPIST,occupational therapist
Occupational Therapist  & Speech Therapist for Special Kids,occupational therapist
Compliance Executive,compliance engineer
Compliance Assistant Lead,compliance engineer
Administrative Cum Operation Assistant,file clerk
Protege Trainee_Documentation Executive,file clerk
DOCUMENT CONTROLLER,file clerk
DOCUMENTATION OFFICER,file clerk
Tally Clerk,file clerk
DOCUMENT CLERK,file clerk
Filing Clerk,file clerk
Despatch/Registration & Filing Clerk,file clerk
Documentation Officer,file clerk
Filing /procurement clerk wanted in TTDI jaya shah alam,file clerk
SHIPPING AND LOGISTICS,file clerk
"Executive, Shipping Documentation",file clerk
Pegawai Penilai,education inspector
Urgent Vacancy Corrugator Operator,corrugator operator
Maintenance-Operator,foster care support worker
Supervisor Operations (Seremban),foster care support worker
Supervisor Operations (Muar),foster care support worker
planner,foster care support worker
 SUPERVISOR ,foster care support worker
Logistics Specialist – Freight Management ,international forwarding operations coordinator
FORWARDING AGENT,international forwarding operations coordinator
Freight forwarding & Logistic Executive,international forwarding operations coordinator
Export Administrator ,international forwarding operations coordinator
Sales Coordinator (Export),international forwarding operations coordinator
FORWARDING ASSISTANT - INTERNSHIP,international forwarding operations coordinator
Customer Service / Documentation ,international forwarding operations coordinator
Lecturer Hospitality Tourism Management,university teaching assistant
Lecturer in Logistic and Shipping,university teaching assistant
Lecturer/Senior Lecturer,university teaching assistant
Lecturer - Event Management,university teaching assistant
MPU Lecturer ,university teaching assistant
EDUCATOR APPRENTICESHIP PROGRAM - PUCHONG CAMPUS,university teaching assistant
head of program (accounting),university teaching assistant
MPU Lecturer,university teaching assistant
Lecturer Safety and Health,university teaching assistant
English Lecturer ,university teaching assistant
LECTURER-PERIODONTOLOGY AND IMPLANTOLOGIST DEPARTMENT,university teaching assistant
Lecturer in Sport Science,university teaching assistant
Lecturer MPU or Management,university teaching assistant
Business  Lecturer,university teaching assistant
EDUCATOR APPRENTICESHIP PROGRAM - KLANG CAMPUS,university teaching assistant
EDUCATION CONSULTANT,university teaching assistant
EDUCATOR APPRENTICESHIP PROGRAM - RAWANG CAMPUS,university teaching assistant
Head of program (Business),university teaching assistant
EDUCATOR APPRENTICESHIP PROGRAM - SUNGAI PETANI CAMPUS,university teaching assistant
Secondary Assistant Teacher: EAL/Curriculum Support,university teaching assistant
Lecturer IT,university teaching assistant
Accounting Lecturer ,university teaching assistant
Education Program Executive,education programme coordinator
Assistant Lecturer(Chinese Language Department),education programme coordinator
Training Content Developer,education programme coordinator
Training Consultant,education programme coordinator
TVET Trainer,education programme coordinator
English as an Additional Language (EAL)/ EFL INSTRUCTOR,education programme coordinator
Kids & Youth Program Curriculum Developer / Facilitator,education programme coordinator
Community & Innovation Program Manager,education programme coordinator
Koordinator Program,education programme coordinator
Educations consultant,education programme coordinator
Teacher (Cambridge Checkpoint for Science),education programme coordinator
Visual Designer,video designer
VIDEOGRAPHER CUM DESIGNER,video designer
Social media expert and producer,video designer
Content Creator Cum Marketing,video designer
PROTEGE - Human Resource,video designer
Digital Marketing and Business Development ,video designer
VISUAL EDITOR,video designer
Digital Multimedia Specialist,video designer
INTERNSHIP VIDEOGRAPHER CUM EDITOR ,video designer
CHAIRMAN'S PERSONAL VIDEO CREATOR,video designer
Video Creator,video designer
graphic designer / web designer,video designer
Videographer cum Graphic Designer,video designer
Creative Designer (Photographer/Videographer),video designer
Graphics and Social Media Content Designer ,video designer
Graphic & Video Designer,video designer
Jr. Graphic Designer,video designer
Apprentice - Video Production,video designer
Regional Partner Strategy Execution,pipeline superintendent
Service Supervisor - Shah Alam,pipeline superintendent
GENERAL SUPERVISOR,pipeline superintendent
INVESTMENT MARKET TRADER,market research analyst
Tele-Marketing ,market research analyst
Market Surveyor,market research analyst
"Business Analyst, Client Services ",market research analyst
Internship - Business Analyst,market research analyst
ASSISTANT BUSINESS SUPPORT MANAGER (PREFER CHINESE),market research analyst
Reporting Specialist - Customer Development,market research analyst
Field Marketing Specialist,market research analyst
Administrator /marketing,market research analyst
Manager : Customized Intelligence,market research analyst
PERFORMANCE MARKETING ANALYST,market research analyst
"MARKETING,",market research analyst
Manager - Markets,market research analyst
Research Analyst,market research analyst
CONCRETE TECHNOLOGIST,concrete pump operator
RACE TECHNICIAN,garage manager
Car Workshop Admin Clerk Cum E-Commerce,garage manager
Car Tinted Manager,garage manager
Workshop Executive,garage manager
Electrical Engineering,mining electrician
Measurement While Drilling ,drilling machine operator
CNC Plasma Operator,drilling machine operator
CNC Operator / Technician,drilling machine operator
Milling & Drilling Machinist,drilling machine operator
CNC VERTICAL MACHINE CENTRE SPECIALIST,drilling machine operator
Senior Project Manager - Perhentian Project,community development officer
Field Officer,community development officer
Community Engagement Specialist,community development officer
7979 Project Executive,community development officer
Community Engagement Manager,community development officer
HAIRDRESSER ASSISTANT,hairdresser assistant
SALON ASSISTANT,hairdresser assistant
Salon hair stylish,hairdresser assistant
Hair Assistant,hairdresser assistant
Sales Consultant (Hair & Scalp Consultant),hairdresser assistant
Senior Hair & Scalp Technical Consultant ,hairdresser assistant
Hair Stylist Apprentice,hairdresser assistant
assistant hair stylist,hairdresser assistant
Salon Assistant,hairdresser assistant
hair assistant,hairdresser assistant
Hair stylist,hair stylist
Hairstylist,hair stylist
Senior Hairstylist,hair stylist
Senior Hairstylist ,hair stylist
Senior Hair Stylist,hair stylist
HAIR DRESSER AND STYLIST,hair stylist
HAIRSTYLIST TRAINER,hair stylist
Hairdressing Apprentice,hair stylist
Hair Care Specialist,hair stylist
"hair dresser,hair stylish,shampoo girl.",hair stylist
Junior Hair Stylist,hair stylist
Senior Hair stylist,hair stylist
Hair Stylish,hair stylist
Hair Dresser ,hair stylist
hairstylist,hair stylist
Hair Stylist,hair stylist
TERAPIST,hair stylist
Artistic Hair Stylist ,hair stylist
Technical Lead & Master stylist,hair stylist
Junior Hairstylist,hair stylist
Nuvis Mobilepreneur Hair Stylist,hair stylist
Junior Hair Stylist ,hair stylist
Hair Stylist ,hair stylist
Hair Stylist Trainer/ Manager ,hair stylist
SENIOR HAIR STYLIST,hair stylist
hair stylist,hair stylist
senior hair sytlist,hair stylist
WASTE WATER OPERATOR,sewer construction worker
waste water operator,sewer construction worker
Instructor - Deck Rating,maritime instructor
Vacancy For Audiologist,audiologist
AUDIOLOGIST,audiologist
Jr. Audiologist,audiologist
Barber (Male),barber
barbers,barber
barber,barber
Barber or Hairstylist,barber
Barber/Hairstylist,barber
Barber/Hair Stylist,barber
Barber,barber
Barber / Hair Stylist,barber
BARBER,barber
BARBER/TUKANG GUNTING RAMBUT,barber
Chemical Analyst,assayer
SPEECH THERAPHY,speech and language therapist
Special Education Interventionist cum Developmental Psycholo,speech and language therapist
Speech and Language Therapist,speech and language therapist
Speech Therapy / Terapi Ucapan,speech and language therapist
Speech Therapist,speech and language therapist
SPEECH THERAPIST,speech and language therapist
System Technician Manager,healthcare institution manager
ASSISTANT - GEOGRAPHIC INFORMATION SYSTEM (GIS),geographic information systems specialist
Assistant GIS (Johor Bahru),geographic information systems specialist
GIS Executive (Full Time/Contract),geographic information systems specialist
GIS EXECUTIVE,geographic information systems specialist
Assistant - Geographic Information System (Seremban),geographic information systems specialist
CHIEF REMOTE PILOT,geographic information systems specialist
Project Engineer - Data Architect ,geographic information systems specialist
GIS Executive 3.0,geographic information systems specialist
Senior GIS Executive,geographic information systems specialist
Environmental Executive,hazardous materials inspector
Environmental Engineering,hazardous materials inspector
Environmental and Quality Management Specialist,hazardous materials inspector
Maintenance and Runner,laser beam welder
Maintenance Supervisor Lorry Workshop and Forklift,laser beam welder
Data Center Engineer,data centre operator
Regional IT Security Risk and Compliance Manager,data centre operator
Data Centre Operators,data centre operator
Data Center (Support),data centre operator
IT EXECUTIVE /OFFICER,data centre operator
MIS Executive (Kepong KIP),data centre operator
Data Center Operations Engineer(D),data centre operator
Data Center Operations Engineer(Contract) ,data centre operator
Data Centre Managed Services Engineer,data centre operator
Data Center Operations Engineer(Contract)/ Lead,data centre operator
ERP Support Engineer / Executive,data centre operator
GENERAL WORKER FOR FACTORY,armed forces officer
Car Dispatcher 3,freight transport dispatcher
Car Dispatcher,freight transport dispatcher
Runner Market Grocery,freight transport dispatcher
Fund Administration Executive,investment fund management assistant
TECHNICIAN MOLDING,electromechanical engineering technician
Electrical/ Mechanical Technician,electromechanical engineering technician
JURUTEKNIK (TECHNICIAN),electromechanical engineering technician
LEAD TECHNICIAN (Transformer Service),electromechanical engineering technician
Website Designer and E-commerce ,blogger
Content Writer (Social Media Marketing),blogger
Blogger (Freelance),blogger
Internship for Linguistic / Mass Communication (Writer),blogger
Blogger (Freelancer),blogger
Chief Content Creator,blogger
social media coordinator,blogger
Call Centre Specialist (Senior Manager),call centre manager
Call Centre Team Lead ( IT),call centre manager
Contact Center Team Leader (Mandarin & English Speaker),call centre manager
Process Improvement Manager,call centre manager
CALL CENTRE MANAGER,call centre manager
SEA FREIGHT SUPERVISOR,call centre manager
Call Centre Manager,call centre manager
Customer Services Manager,call centre manager
Wellbeing Lead,call centre manager
Filling Machine Operator,automated cutting machine operator
Machine Operator (Cutting / Bending),automated cutting machine operator
Production Assistant / Operator,automated cutting machine operator
Furniture Factory Operator,automated cutting machine operator
Production Assistant / Operator/Machinist,automated cutting machine operator
Moulding machine operator,moulding machine operator
Injection Machinist,moulding machine operator
Injection Moulding Supervisor,moulding machine operator
INJECTION MOULDING TECHNICIAN,moulding machine operator
Mold Technician,moulding machine operator
OPERATORS,moulding machine operator
Molding Technician,moulding machine operator
Injection Molding Engineer,moulding machine operator
INJECTION MOULDING OPERATOR,moulding machine operator
Machine Operator cum general worker,moulding machine operator
Moudling Machine Operator,moulding machine operator
Injection Molding Operator,moulding machine operator
Aluminium Extrusion Mould Specialist,moulding machine operator
PLASTIC INJECTION MOULDING SPECIALIST,moulding machine operator
Senior Inside Systems Engineer ,ICT presales engineer
PRESALES CONSULTANT,ICT presales engineer
Technical Sales Associates,ICT presales engineer
 Pre Sales,ICT presales engineer
"Assistant Manager, Pre-Sales",ICT presales engineer
Pre-Sales Consultant,ICT presales engineer
Pre-Sales Manager,ICT presales engineer
Sales Specialist (IT Solutions & Service),ICT presales engineer
Pre Sales ,ICT presales engineer
PHP Full Stack Developer,satellite engineer
Senior Data Quality Engineer,satellite engineer
Wintel Engineer,satellite engineer
L3 Apps Support,satellite engineer
Senior Software Engineer (Fullstack Developer),satellite engineer
Production Operator-SEWING,clothing sample machinist
Interior Design Consult,interior planner
Interior Designer cum Sales,interior planner
Principal IC Design Engineer,integrated circuit design engineer
Hardware Design Engineer,integrated circuit design engineer
Senior Analog Design Engineer,integrated circuit design engineer
master,prepared meals nutritionist
SALES CUM MARKETING INVESTMENT OFFICER,stock trader
Stock Keeper,stock trader
Technical support / stock trader (Bursa Malaysia)) ,stock trader
Stock Keeper cum driver,stock trader
Security Researcher,securities analyst
SECURITY SYSTEM PROJECT ANALYST,securities analyst
Stockeeper,securities analyst
Second Officer,deck officer
CHIEF OFFICER ,deck officer
2ND OFFICER,deck officer
2ND OFFICER DPO,deck officer
Chief Officer ,deck officer
SECOND OFFICER DPO,deck officer
Senior Chief Officer,deck officer
Second Mate for Express 73,deck officer
2nd OFFICER,deck officer
2nd Officer-DPO,deck officer
2nd Off-DPO,deck officer
Deck Officer / WKO,deck officer
Hospitality (Hotel Porter/Greeter),hotel porter
HOTEL RECEIPTIONEST,hotel porter
BELLBOY,hotel porter
Cyber Security Specialist,digital forensics expert
Senior Associate - (ETRC),digital forensics expert
Cybersecurity Executive,digital forensics expert
Security Operations Specialist,digital forensics expert
"Pekerja Am, Wireman, Pemandu  Forklift / Bob cat",road construction worker
"FORMWORK CONSTRUCTION WORKER,PILING WORKER,MECHANIC ",road construction worker
ROUTINE INSPECTOR,road construction worker
STORE KEEPER ,store detective
Store keeper cum Kelindan,store detective
Loss Prevention Officer,store detective
STORE KEEPER CUM DRIVER LORRY,store detective
store keeper,store detective
Stor crew,store detective
Visual Merchandise Manager ,visual merchandiser
Merchandising Designer,visual merchandiser
Visual Merchandising & Customer Experience Consultant,visual merchandiser
Document Imaging Operator,visual merchandiser
cosmetic factory operator,cosmetics production machine operator
Copywriter Cum Marketing Executive- Mandarin (Selangorian),lyricist
Copywriter & EDM Specialist,lyricist
GENERAL WORKER-MALE ONLY,mover
Machine Mover,mover
Pekerja Am - Pertanian,horticulture worker
Garden Worker - Nursery,horticulture worker
farm workers,horticulture worker
Farm worker,horticulture worker
Operator Mesin ,horticulture worker
Data Integration Engineer,database integrator
Integration Lead - 046,database integrator
Datamigration Specialist,database integrator
packing machine Operator,blow moulding machine operator
Bottle Blowing Machine operator,blow moulding machine operator
Technician (Emboss/SLA Process),blow moulding machine operator
Packing Machine Operator,blow moulding machine operator
Robot Engineer,robotics engineering technician
ELECTRONIC,robotics engineering technician
ROBOTIC SYSTEM TECHNICIAN,robotics engineering technician
Scrubber Supervisor,plastic and rubber products manufacturing supervisor
technican,plastic and rubber products manufacturing supervisor
Former Supervisor ,plastic and rubber products manufacturing supervisor
MOULDING SUPERVISOR,plastic and rubber products manufacturing supervisor
Compounding Supervisor ,plastic and rubber products manufacturing supervisor
PAINTING SUPERVISOR,plastic and rubber products manufacturing supervisor
FACTORY LINE ASSISTANT (MALE ONLY),plastic and rubber products manufacturing supervisor
COLLECTION COORDINATOR ,mine production manager
SMF Coordinator,mine production manager
section leader,mine production manager
Assistant SMF Coordinator,mine production manager
Furnace Worker,metal furnace operator
Smelting Intake Expert ,metal furnace operator
SMELTER OPERATOR-STOKING(TRAINEE),metal furnace operator
BASIC OXYGEN FURNACE ENG,metal furnace operator
Furnace Engineer,metal furnace operator
Melting Operator,metal furnace operator
OPERATOR SHIF,metal furnace operator
Woodworking Machine Operator,wood boring machine operator
MALE PRODUCTION LEADER,wood boring machine operator
Thermoforming And Extrusion technicians Required!,extrusion machine operator
Mechine Operator,extrusion machine operator
Technician Specialist On Machine & Materials,extrusion machine operator
EXTRUSION MACHINE LINE LEADER,extrusion machine operator
Extrusion Technician,extrusion machine operator
Machine Technician/ Machine Operator,extrusion machine operator
Plastic Blown Film Mechanic or Technician,extrusion machine operator
General Workers (Production) ,extrusion machine operator
WIRE CUT ASSISTANT,metal drawing machine operator
 Tukang kimpal,metal drawing machine operator
WireCut  Machinist,metal drawing machine operator
General Operator ,metal drawing machine operator
Senior Tool Maker ,tooling engineer
TOOLING DESIGN SPECIALIST,tooling engineer
AUTOMATION & TOOLING ENGINEERING SPECIALIST,tooling engineer
Toolroom Supervisor,tooling engineer
TOOLING FIXTURE DESIGN ENGINEER,tooling engineer
TOOLING DESIGNER,tooling engineer
TOOLMAKER,tooling engineer
SENIOR FABRICATION TOOLING ENGINEER,tooling engineer
Tooling Engineer,tooling engineer
Tool Room Machinist,tooling engineer
Tooling Maintenance Supervisor,tooling engineer
Technician (Tooling Engineering),tooling engineer
Tools Engineer(D),tooling engineer
Metal Stamping Operator,stamping press operator
OPERATOR (PART TIME),stamping press operator
tooling supervisor,stamping press operator
STAMPING OPERATOR,stamping press operator
Technical SEO Associate Manager,search engine optimisation expert
SEO EXECUTIVE,search engine optimisation expert
SEO Project Executive,search engine optimisation expert
Arabic Search Engine Speialist ,search engine optimisation expert
Senior SEO Specialist,search engine optimisation expert
Senior Website + SEO Executive,search engine optimisation expert
Growth Marketing Manager,search engine optimisation expert
DIGITAL MARKETING SPECIALIST,search engine optimisation expert
SEO Specialist ,search engine optimisation expert
Branch Operation Executives ,foreign exchange cashier
Customer Support Assistant - Cemerlang,foreign exchange cashier
Branch Operation and Marketing Executive,foreign exchange cashier
Customer Support Assistant - Kajang Branch,foreign exchange cashier
Customer Support Assistant - Balakong Branch,foreign exchange cashier
TELLER FOR MONEY CHANGER JERTEH BRANCH,foreign exchange cashier
Customer Support Assistant - Senawang Branch,foreign exchange cashier
Customer Support Assistant - KLMO Branch,foreign exchange cashier
Customer Support Assistant - JB Branch,foreign exchange cashier
Senior Business Affair Executive,foreign exchange cashier
Supervisor - Safety & Security,health and safety inspector
Environmental Health & Safety Officer,health and safety inspector
LAB / ASSISTANCE,health and safety inspector
Junior Executive (SHE),health and safety inspector
INSPECTOR OF WORKS,health and safety inspector
RESIDENT SURGEON CONSULTANT,specialised doctor
Medical Director/Client Relationship ,specialised doctor
"Lecturer/Senior Lecturer, Radiology",specialised doctor
Clinical Fellow,specialised doctor
PEGAWAI PAKAR PERUBATAN (Specialist Doctor),specialised doctor
"Lecturer/Senior Lecturer/Associate Professor/Professor, O&G",specialised doctor
Resident Anaesthetist Consultant,specialised doctor
Aesthetic Doctor,specialised doctor
"Lecturer/Senior Lecturer/Associate Professor, Paediatrics",specialised doctor
Professor/Associate Professor in Paediatrics,specialised doctor
Doctor,specialised doctor
"Lecturer/Senior Lecturer/ Associate Professor, Surgery",specialised doctor
"Lecturer/Senior Lecturer, Anaesthesiology",specialised doctor
Doctor PIC,general practitioner
Doctor for GP clinic,general practitioner
Medical Officer,general practitioner
Manicurist,manicurist
Experienced Manicurist/ Nail Artist,manicurist
ASSISTANT NAIL STYLIST,manicurist
nail speciallist and trainee,manicurist
Manicurist/ Nail Artist,manicurist
MANICURIST,manicurist
Manicurist cum Beauty Educator,manicurist
Fertilizer Technician,fertiliser mixer
DUCTILE IRON PIPE FITTINGS ,casting machine operator
Factory worker (pekerja kilang),casting machine operator
DIE CASTING SPECIALIST ,casting machine operator
Casting and Metallurgical Engineer,casting machine operator
IRON CASTING ,casting machine operator
System Security Engineer,chief ICT security officer
Offensive Security Manager,chief ICT security officer
Service Admin,civil service administrative officer
"ASSISTANT ASSOCIATE, INTERGRITY & GOVERNANCE",civil service administrative officer
OUTDOOR PRODUCT SALES (KLANG VALLEY),market vendor
Teacher / Assistant Teacher,education studies lecturer
Lecturer Diploma in Medical Assistant,education studies lecturer
Guru tadika,education studies lecturer
HEAD OF PROGRAM DIPLOMA IN HOTEL MANAGEMENT,education studies lecturer
WEB LECTURER,education studies lecturer
INTERIOR LECTURER,education studies lecturer
Lecturer-Faculty of Health Sciences,education studies lecturer
TRAINER HOSPITALITY,education studies lecturer
HEAD OF DIPLOMA IN MEDICAL ASSISTANT PROGRAMME,education studies lecturer
EAL TEACHER ,education studies lecturer
LOGISTIC TRAINER,education studies lecturer
"Lecturer/Senior Lecturer, Faculty of Education (Postgraduate",education studies lecturer
Backend developer,product development engineering technician
SYSTEM PRODUCT EXECUTIVE,product development engineering technician
Technical Executive / Technician,product development engineering technician
SENIOR TOOL ROOM SPECIALIST,product development engineering technician
Production Technician (Final Test),product development engineering technician
Product Development Trainee,product development engineering technician
Technical Product Manager,product development engineering technician
ATD Technician,product development engineering technician
Development Ops Engineer,product development engineering technician
PLASTIC MOULDING ENGINEERS,forge equipment technician
IQA Assistant ,optical technician
adging lens optical shop,optical technician
metallurgy manager,metallurgical manager
